PAYDEX,CCS_GRADE,YEARMONTH,CREDIT_LIMIT,GALLONS,FUEL_SPEND,NONFUEL_SPEND,TOT_SPEND,WO_AMOUNT,PAYMENT_AMOUNT,NO_OF_PAYMENT,FUEL_NET_REV,NONFUEL_NET_REV,NET_FEE_REV,TOT_NET_REV,LOB_REPORTING,PORFOLIO,DEPOSIT_FLAG,LOCK_REASON,LOCK_TYPE,LOCK_CODE,Expr6,LOCK_DAYS,DUE_DAYS,TERM_DAYS,SNAPSHOT_DATE,CURRENT_BALANCE,UNBILLED_BALANCE,BAL_90_PLUS,BAL_61_90,BAL_31_60,BAL_1_30,VANTAGE_SCORE,REFRESH_MONTH,SEGMENT,Expr7,QUARTER_REFRESHED,NSF_PMTS,NSF_AMOUNT,Expr11,FLEETCOR_OPEN_DATE,CITY,STATE,ZIP,DAYS_PAST_DUE
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,43,185560,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,32,315894,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,36,240113,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,55,151186,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,3,271172,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,50,182635,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,7,145769,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,23,169076,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,29,111649,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,25,209350,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,4,201151,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,40,237511,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,43,135700,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,2,214177,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,25,229652,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,35,156159,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,10,260379,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,43,118342,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202305,29,183797,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,45,304303,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,10,271477,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,20,116703,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,7,202135,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202305,2,185788,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,20,135975,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,4,293743,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,50,124779,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,57,233683,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,61,153900,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,12,195269,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,7,200950,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,43,203937,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,7,152485,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,7,313032,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,4,228171,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202305,3,306582,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,25,208678,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,16,274927,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,53,248306,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,4,232972,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,55,216573,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,54,220823,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,20,122622,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,36,246102,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202309,16,141312,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,7,192082,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,3,317731,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,41,141643,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,12,212879,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,3,264209,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,3,318502,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,54,134462,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,3,177909,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202305,3,256960,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,3,318591,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202305,3,163329,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202309,5,270807,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,54,211387,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,7,124374,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,7,189566,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,7,142390,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,24,236876,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,45,277706,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202212,1,282348,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,8,211890,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,12,302151,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,4,192220,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,46,243461,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,7,167023,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,37,113704,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,1,163164,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,10,161835,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202309,5,143195,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,47,119395,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,3,267306,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,36,239817,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202304,5,280770,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,43,138148,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202306,12,317357,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202311,3,297139,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,8,191293,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,3,161246,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202310,7,137472,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202208,5,272297,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202302,3,177723,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202307,7,221052,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,45,293346,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202308,3,296775,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
,X,202301,3000,135.11,508.96,0,508.96,926.8,2215.69,2,11.29,0,458.83,470.12,NAL MC,FMMC,0,BAD AGENCY,PERM LOCK,I,3000,7,14,30,4/1/2023,0,0,0,0,0,0,,202303,29,161831,2022Q3,1,876.8,111690,7/23/2020,TULETA,TX,78162,
